yhat,lb,ub,AI,before_n,cite_n,model,discipline,month,,,,,
6.276942,5.645336,6.908549,2,1,,m2,cond,m6,,,,,
29.85448,19.11416,40.59479,2,5,,m2,cond,m6,,,,,
4.603888,3.974844,5.232933,2.5,0,,m2,cond,m6,,,,,
6.799536,5.897458,7.701615,2.5,1,,m2,cond,m6,,,,,
32.34004,19.87536,44.80473,2.5,5,,m2,cond,m6,,,,,
4.987568,4.173291,5.801846,3,0,,m2,cond,m6,,,,,
7.365639,6.122888,8.608391,3,1,,m2,cond,m6,,,,,
35.03255,20.54275,49.52235,3,5,,m2,cond,m6,,,,,
5.402879,4.349591,6.456167,3.5,0,,m2,cond,m6,,,,,
7.978874,6.329636,9.628112,3.5,1,,m2,cond,m6,,,,,
37.94922,21.10628,54.79217,3.5,5,,m2,cond,m6,,,,,
5.852713,4.508601,7.196826,4,0,,m2,cond,m6,,,,,
8.643164,6.519443,10.76688,4,1,,m2,cond,m6,,,,,
41.10873,21.55351,60.66395,4,5,,m2,cond,m6,,,,,
6.33999,4.652208,8.027771,4.5,0,,m2,cond,m6,,,,,
9.36276,6.691275,12.03425,4.5,1,,m2,cond,m6,,,,,
44.53128,21.86933,67.19324,4.5,5,,m2,cond,m6,,,,,
6.867833,4.780345,8.955321,5,0,,m2,cond,m6,,,,,
10.14227,6.842605,13.44193,5,1,,m2,cond,m6,,,,,
48.23878,22.03562,74.44195,5,5,,m2,cond,m6,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
